respID,qID,altID,obsID,Price,Calories,Vitamins,Sugar,AlcoholContent,Material,Brand,image
3,3,3,19,18.5,80,Vitamins,1,4,Aluminum Can,Michelob Ultra,ultra.png
3,4,1,20,18.5,100,Vitamins,2,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
3,4,2,20,19,80,Vitamins,1,7,Glass Bottle,Vizzy,vizzy_bottle.png
3,4,3,20,18.5,80,Vitamins,1,4,Aluminum Can,Cacti,cacti.png
3,5,1,21,18,80,Vitamins,0,4,Aluminum Can,Vizzy,vizzy.png
3,5,2,21,19,90,No Vitamins,0,4,Glass Bottle,Cacti,cacti_bottle.png
3,5,3,21,19,90,No Vitamins,0,5,Glass Bottle,Truly,truly_bottle.png
3,6,1,22,18.5,100,No Vitamins,1,7,Aluminum Can,Cacti,cacti.png
3,6,2,22,19,90,No Vitamins,0,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
3,6,3,22,18,80,No Vitamins,0,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
3,7,1,23,18,90,No Vitamins,2,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
3,7,2,23,18,90,No Vitamins,0,5,Glass Bottle,Truly,truly_bottle.png
3,7,3,23,19,80,Vitamins,0,4,Glass Bottle,Truly,truly_bottle.png
3,8,1,24,19,80,No Vitamins,1,4,Aluminum Can,Michelob Ultra,ultra.png
3,8,2,24,18,80,No Vitamins,1,4,Aluminum Can,Michelob Ultra,ultra.png
3,8,3,24,18,90,No Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
4,1,1,25,19,90,No Vitamins,0,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
4,1,2,25,18.5,80,Vitamins,1,5,Glass Bottle,Truly,truly_bottle.png
4,1,3,25,18,90,Vitamins,2,5,Glass Bottle,Vizzy,vizzy_bottle.png
4,2,1,26,18,90,No Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
4,2,2,26,18,80,No Vitamins,1,5,Glass Bottle,Vizzy,vizzy_bottle.png
4,2,3,26,18.5,100,Vitamins,1,7,Glass Bottle,Truly,truly_bottle.png
4,3,1,27,19,90,No Vitamins,0,4,Aluminum Can,Vizzy,vizzy.png
4,3,2,27,18.5,90,Vitamins,0,7,Aluminum Can,Michelob Ultra,ultra.png
4,3,3,27,18,90,Vitamins,2,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
4,4,1,28,18,90,No Vitamins,1,7,Glass Bottle,Cacti,cacti_bottle.png
4,4,2,28,19,80,No Vitamins,2,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
4,4,3,28,19,100,Vitamins,2,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
4,5,1,29,18,90,Vitamins,1,5,Aluminum Can,Vizzy,vizzy.png
4,5,2,29,18,100,Vitamins,2,4,Aluminum Can,Michelob Ultra,ultra.png
4,5,3,29,19,90,Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
4,6,1,30,19,90,Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
4,6,2,30,18,100,No Vitamins,0,7,Aluminum Can,AMC Seltzer,AMC.png
4,6,3,30,18,100,No Vitamins,1,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
4,7,1,31,19,80,No Vitamins,1,4,Aluminum Can,AMC Seltzer,AMC.png
4,7,2,31,18.5,80,Vitamins,2,5,Glass Bottle,Vizzy,vizzy_bottle.png
4,7,3,31,18.5,80,Vitamins,1,5,Glass Bottle,Vizzy,vizzy_bottle.png
4,8,1,32,18.5,80,No Vitamins,2,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
4,8,2,32,18,100,No Vitamins,2,5,Glass Bottle,Vizzy,vizzy_bottle.png
4,8,3,32,19,100,No Vitamins,1,4,Glass Bottle,Vizzy,vizzy_bottle.png
5,1,1,33,18,80,No Vitamins,0,5,Glass Bottle,Vizzy,vizzy_bottle.png
5,1,2,33,19,80,No Vitamins,2,4,Aluminum Can,Cacti,cacti.png
5,1,3,33,18,100,No Vitamins,1,4,Aluminum Can,AMC Seltzer,AMC.png
5,2,1,34,18,100,No Vitamins,0,7,Aluminum Can,Cacti,cacti.png
5,2,2,34,18,90,No Vitamins,0,4,Aluminum Can,Truly,truly.png
5,2,3,34,19,80,No Vitamins,0,5,Glass Bottle,Truly,truly_bottle.png
5,3,1,35,18,100,No Vitamins,0,7,Aluminum Can,Vizzy,vizzy.png
5,3,2,35,19,100,No Vitamins,0,4,Aluminum Can,Michelob Ultra,ultra.png
5,3,3,35,18.5,80,No Vitamins,2,7,Glass Bottle,Vizzy,vizzy_bottle.png
5,4,1,36,18,80,No Vitamins,1,5,Aluminum Can,Truly,truly.png
5,4,2,36,19,90,Vitamins,0,4,Aluminum Can,Cacti,cacti.png
5,4,3,36,18.5,90,No Vitamins,0,4,Glass Bottle,Truly,truly_bottle.png
5,5,1,37,19,80,No Vitamins,2,7,Aluminum Can,Cacti,cacti.png
5,5,2,37,18,100,No Vitamins,0,5,Aluminum Can,Cacti,cacti.png
5,5,3,37,18.5,100,No Vitamins,1,7,Aluminum Can,Michelob Ultra,ultra.png
5,6,1,38,18.5,100,Vitamins,1,4,Aluminum Can,Cacti,cacti.png
5,6,2,38,18,100,Vitamins,1,5,Aluminum Can,AMC Seltzer,AMC.png
5,6,3,38,19,90,No Vitamins,2,7,Glass Bottle,Truly,truly_bottle.png
5,7,1,39,19,80,No Vitamins,0,4,Glass Bottle,Vizzy,vizzy_bottle.png
5,7,2,39,19,90,No Vitamins,0,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
5,7,3,39,18,90,Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
5,8,1,40,18.5,80,No Vitamins,1,7,Aluminum Can,Vizzy,vizzy.png
5,8,2,40,18.5,90,Vitamins,2,5,Glass Bottle,Vizzy,vizzy_bottle.png
5,8,3,40,18.5,90,Vitamins,2,7,Glass Bottle,Vizzy,vizzy_bottle.png
6,1,1,41,18,90,No Vitamins,0,5,Aluminum Can,Vizzy,vizzy.png
6,1,2,41,19,80,No Vitamins,0,5,Glass Bottle,Cacti,cacti_bottle.png
6,1,3,41,18,80,Vitamins,1,7,Glass Bottle,Cacti,cacti_bottle.png
6,2,1,42,19,100,No Vitamins,2,7,Aluminum Can,Truly,truly.png
6,2,2,42,19,90,Vitamins,2,5,Glass Bottle,Cacti,cacti_bottle.png
6,2,3,42,18.5,100,No Vitamins,0,5,Aluminum Can,Truly,truly.png
6,3,1,43,18.5,90,Vitamins,0,4,Aluminum Can,Truly,truly.png
6,3,2,43,18,100,No Vitamins,2,4,Aluminum Can,Cacti,cacti.png
6,3,3,43,18.5,100,No Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
6,4,1,44,18,90,No Vitamins,1,5,Aluminum Can,Vizzy,vizzy.png
6,4,2,44,19,100,Vitamins,0,5,Aluminum Can,Truly,truly.png
6,4,3,44,18,90,No Vitamins,1,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
6,5,1,45,18,90,No Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
6,5,2,45,18,90,No Vitamins,2,4,Glass Bottle,Vizzy,vizzy_bottle.png
6,5,3,45,19,100,No Vitamins,1,5,Aluminum Can,AMC Seltzer,AMC.png
6,6,1,46,18,90,No Vitamins,2,4,Aluminum Can,Cacti,cacti.png
6,6,2,46,18.5,100,No Vitamins,2,4,Aluminum Can,Vizzy,vizzy.png
6,6,3,46,19,90,No Vitamins,2,5,Aluminum Can,AMC Seltzer,AMC.png
6,7,1,47,18,90,Vitamins,1,7,Aluminum Can,AMC Seltzer,AMC.png
6,7,2,47,18.5,90,Vitamins,2,5,Glass Bottle,Vizzy,vizzy_bottle.png
6,7,3,47,18,80,Vitamins,0,5,Aluminum Can,Cacti,cacti.png
6,8,1,48,18,90,Vitamins,2,5,Aluminum Can,Cacti,cacti.png
6,8,2,48,19,80,Vitamins,1,4,Aluminum Can,Cacti,cacti.png
6,8,3,48,18,100,Vitamins,2,7,Aluminum Can,Michelob Ultra,ultra.png
7,1,1,49,19,100,No Vitamins,2,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
7,1,2,49,18,100,Vitamins,1,7,Aluminum Can,Michelob Ultra,ultra.png
7,1,3,49,19,100,No Vitamins,0,4,Aluminum Can,Michelob Ultra,ultra.png
7,2,1,50,19,90,Vitamins,0,7,Aluminum Can,Vizzy,vizzy.png
7,2,2,50,18,90,No Vitamins,2,5,Aluminum Can,Truly,truly.png
7,2,3,50,19,80,No Vitamins,0,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
7,3,1,51,18.5,100,No Vitamins,0,5,Glass Bottle,Vizzy,vizzy_bottle.png
7,3,2,51,18,90,No Vitamins,1,7,Glass Bottle,Truly,truly_bottle.png
7,3,3,51,18,90,Vitamins,2,7,Glass Bottle,Truly,truly_bottle.png
7,4,1,52,19,100,No Vitamins,0,4,Aluminum Can,Vizzy,vizzy.png
7,4,2,52,19,80,Vitamins,0,7,Glass Bottle,Cacti,cacti_bottle.png
7,4,3,52,18.5,80,Vitamins,1,7,Aluminum Can,Vizzy,vizzy.png
7,5,1,53,19,100,No Vitamins,0,4,Aluminum Can,Cacti,cacti.png
7,5,2,53,19,80,No Vitamins,2,7,Aluminum Can,Truly,truly.png
7,5,3,53,18,80,Vitamins,0,4,Glass Bottle,Truly,truly_bottle.png
7,6,1,54,19,90,No Vitamins,2,7,Glass Bottle,Cacti,cacti_bottle.png
7,6,2,54,19,80,No Vitamins,2,7,Glass Bottle,Truly,truly_bottle.png
7,6,3,54,18.5,100,No Vitamins,2,4,Glass Bottle,Truly,truly_bottle.png
7,7,1,55,18.5,80,No Vitamins,0,5,Aluminum Can,Vizzy,vizzy.png
7,7,2,55,19,90,Vitamins,1,5,Glass Bottle,Truly,truly_bottle.png
7,7,3,55,18.5,90,No Vitamins,1,7,Glass Bottle,Truly,truly_bottle.png
7,8,1,56,18,100,Vitamins,2,5,Glass Bottle,Cacti,cacti_bottle.png
7,8,2,56,18.5,90,Vitamins,0,4,Aluminum Can,AMC Seltzer,AMC.png
7,8,3,56,19,90,No Vitamins,0,7,Aluminum Can,Michelob Ultra,ultra.png
8,1,1,57,18.5,100,Vitamins,1,7,Glass Bottle,Cacti,cacti_bottle.png
8,1,2,57,18.5,90,No Vitamins,2,7,Aluminum Can,Vizzy,vizzy.png
8,1,3,57,19,80,No Vitamins,0,5,Aluminum Can,Michelob Ultra,ultra.png
8,2,1,58,19,80,Vitamins,1,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
8,2,2,58,19,80,No Vitamins,0,7,Aluminum Can,Vizzy,vizzy.png
8,2,3,58,19,90,No Vitamins,0,7,Aluminum Can,AMC Seltzer,AMC.png
8,3,1,59,18.5,100,Vitamins,0,5,Glass Bottle,Truly,truly_bottle.png
8,3,2,59,18,80,Vitamins,0,7,Aluminum Can,AMC Seltzer,AMC.png
8,3,3,59,19,100,Vitamins,1,4,Aluminum Can,Michelob Ultra,ultra.png
8,4,1,60,19,80,No Vitamins,1,7,Aluminum Can,Truly,truly.png
8,4,2,60,18,100,Vitamins,2,7,Aluminum Can,Vizzy,vizzy.png
8,4,3,60,19,100,No Vitamins,1,7,Glass Bottle,Cacti,cacti_bottle.png
8,5,1,61,19,80,Vitamins,1,4,Aluminum Can,Cacti,cacti.png
8,5,2,61,18,100,No Vitamins,0,7,Aluminum Can,Michelob Ultra,ultra.png
8,5,3,61,19,80,No Vitamins,2,5,Aluminum Can,AMC Seltzer,AMC.png
8,6,1,62,18,80,No Vitamins,1,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
8,6,2,62,19,100,No Vitamins,0,4,Glass Bottle,Vizzy,vizzy_bottle.png
8,6,3,62,18,100,Vitamins,1,7,Aluminum Can,Vizzy,vizzy.png
8,7,1,63,18.5,80,Vitamins,1,5,Glass Bottle,Truly,truly_bottle.png
8,7,2,63,18,80,Vitamins,2,4,Glass Bottle,Truly,truly_bottle.png
8,7,3,63,19,90,No Vitamins,2,4,Aluminum Can,AMC Seltzer,AMC.png
8,8,1,64,18,80,Vitamins,1,5,Glass Bottle,Truly,truly_bottle.png
8,8,2,64,18.5,90,Vitamins,0,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
8,8,3,64,18,100,Vitamins,0,7,Aluminum Can,Michelob Ultra,ultra.png
9,1,1,65,19,80,No Vitamins,2,4,Aluminum Can,Cacti,cacti.png
9,1,2,65,18,90,Vitamins,1,7,Aluminum Can,Cacti,cacti.png
9,1,3,65,18,90,Vitamins,2,4,Aluminum Can,Truly,truly.png
9,2,1,66,18,100,Vitamins,1,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
9,2,2,66,18.5,100,Vitamins,0,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
9,2,3,66,18,80,Vitamins,0,4,Aluminum Can,Truly,truly.png
9,3,1,67,18.5,100,Vitamins,2,4,Glass Bottle,Truly,truly_bottle.png
9,3,2,67,18,90,Vitamins,1,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
9,3,3,67,18.5,80,Vitamins,0,4,Aluminum Can,Truly,truly.png
9,4,1,68,18,100,Vitamins,1,5,Glass Bottle,Vizzy,vizzy_bottle.png
9,4,2,68,18,100,No Vitamins,1,7,Glass Bottle,Cacti,cacti_bottle.png
9,4,3,68,18.5,80,Vitamins,1,4,Aluminum Can,Michelob Ultra,ultra.png
9,5,1,69,18.5,100,Vitamins,0,4,Glass Bottle,Cacti,cacti_bottle.png
9,5,2,69,19,80,No Vitamins,2,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
9,5,3,69,18,90,Vitamins,2,4,Aluminum Can,AMC Seltzer,AMC.png
9,6,1,70,19,80,No Vitamins,1,4,Aluminum Can,AMC Seltzer,AMC.png
9,6,2,70,18,90,Vitamins,0,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
9,6,3,70,18.5,100,Vitamins,1,7,Glass Bottle,Cacti,cacti_bottle.png
9,7,1,71,18,100,Vitamins,2,4,Glass Bottle,Cacti,cacti_bottle.png
9,7,2,71,19,80,Vitamins,0,7,Aluminum Can,Truly,truly.png
9,7,3,71,18.5,80,Vitamins,1,7,Glass Bottle,Vizzy,vizzy_bottle.png
9,8,1,72,19,80,Vitamins,2,4,Aluminum Can,Vizzy,vizzy.png
9,8,2,72,18,100,Vitamins,1,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
9,8,3,72,19,80,No Vitamins,2,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
10,1,1,73,18.5,90,Vitamins,2,7,Glass Bottle,Vizzy,vizzy_bottle.png
10,1,2,73,18,80,No Vitamins,1,7,Aluminum Can,Michelob Ultra,ultra.png
10,1,3,73,19,80,No Vitamins,0,4,Aluminum Can,AMC Seltzer,AMC.png
10,2,1,74,18.5,100,No Vitamins,0,7,Aluminum Can,Truly,truly.png
10,2,2,74,18,80,No Vitamins,1,7,Glass Bottle,Cacti,cacti_bottle.png
10,2,3,74,19,80,No Vitamins,0,7,Glass Bottle,Truly,truly_bottle.png
10,3,1,75,19,90,No Vitamins,1,4,Aluminum Can,Vizzy,vizzy.png
10,3,2,75,18.5,90,Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
10,3,3,75,18.5,90,Vitamins,1,7,Glass Bottle,Truly,truly_bottle.png
10,4,1,76,18,100,No Vitamins,1,4,Aluminum Can,Cacti,cacti.png
10,4,2,76,19,80,No Vitamins,1,4,Aluminum Can,AMC Seltzer,AMC.png
10,4,3,76,19,80,Vitamins,0,7,Glass Bottle,Vizzy,vizzy_bottle.png
10,5,1,77,19,90,No Vitamins,0,7,Aluminum Can,Truly,truly.png
10,5,2,77,18.5,100,Vitamins,1,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
10,5,3,77,19,90,No Vitamins,1,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
10,6,1,78,18,90,Vitamins,1,4,Glass Bottle,Truly,truly_bottle.png
10,6,2,78,19,100,Vitamins,0,7,Aluminum Can,Truly,truly.png
10,6,3,78,18.5,90,No Vitamins,2,5,Glass Bottle,Cacti,cacti_bottle.png
10,7,1,79,18,80,Vitamins,2,5,Aluminum Can,Truly,truly.png
10,7,2,79,18,80,No Vitamins,1,7,Aluminum Can,Truly,truly.png
10,7,3,79,19,90,No Vitamins,1,5,Aluminum Can,Vizzy,vizzy.png
10,8,1,80,19,90,Vitamins,0,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
10,8,2,80,18,100,Vitamins,2,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
10,8,3,80,18.5,90,No Vitamins,1,4,Aluminum Can,Cacti,cacti.png
11,1,1,81,19,100,No Vitamins,2,7,Aluminum Can,AMC Seltzer,AMC.png
11,1,2,81,19,80,Vitamins,1,7,Glass Bottle,Vizzy,vizzy_bottle.png
11,1,3,81,18.5,100,Vitamins,2,4,Aluminum Can,Vizzy,vizzy.png
11,2,1,82,18,100,Vitamins,1,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
11,2,2,82,19,90,No Vitamins,1,4,Aluminum Can,Vizzy,vizzy.png
11,2,3,82,19,80,Vitamins,1,4,Aluminum Can,Vizzy,vizzy.png
11,3,1,83,18,100,Vitamins,2,4,Aluminum Can,Cacti,cacti.png
11,3,2,83,18.5,80,No Vitamins,2,5,Glass Bottle,Cacti,cacti_bottle.png
11,3,3,83,18.5,80,No Vitamins,0,7,Aluminum Can,Vizzy,vizzy.png
11,4,1,84,19,100,No Vitamins,2,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
11,4,2,84,18,80,Vitamins,2,4,Glass Bottle,Truly,truly_bottle.png
11,4,3,84,19,90,No Vitamins,0,7,Aluminum Can,Michelob Ultra,ultra.png
11,5,1,85,18,80,No Vitamins,1,5,Aluminum Can,AMC Seltzer,AMC.png
11,5,2,85,18.5,80,No Vitamins,2,7,Glass Bottle,Truly,truly_bottle.png
11,5,3,85,19,90,Vitamins,2,5,Glass Bottle,Truly,truly_bottle.png
11,6,1,86,18.5,90,No Vitamins,0,7,Aluminum Can,AMC Seltzer,AMC.png
11,6,2,86,19,80,No Vitamins,1,7,Aluminum Can,Michelob Ultra,ultra.png
11,6,3,86,18.5,90,No Vitamins,0,4,Aluminum Can,Vizzy,vizzy.png
11,7,1,87,18,90,No Vitamins,2,4,Glass Bottle,Truly,truly_bottle.png
11,7,2,87,18.5,100,Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
11,7,3,87,18,100,No Vitamins,2,4,Glass Bottle,Vizzy,vizzy_bottle.png
11,8,1,88,18,80,No Vitamins,2,5,Aluminum Can,Michelob Ultra,ultra.png
11,8,2,88,18,100,Vitamins,2,4,Aluminum Can,Truly,truly.png
11,8,3,88,18,90,No Vitamins,2,4,Glass Bottle,Cacti,cacti_bottle.png
12,1,1,89,18.5,90,Vitamins,0,7,Aluminum Can,Vizzy,vizzy.png
12,1,2,89,18.5,90,Vitamins,0,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
12,1,3,89,19,80,No Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
12,2,1,90,18,100,Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
12,2,2,90,18,100,No Vitamins,0,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
12,2,3,90,18.5,90,No Vitamins,1,7,Glass Bottle,Truly,truly_bottle.png
12,3,1,91,19,100,Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
12,3,2,91,18,90,Vitamins,1,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
12,3,3,91,19,100,No Vitamins,2,5,Glass Bottle,Cacti,cacti_bottle.png
12,4,1,92,19,100,Vitamins,1,4,Aluminum Can,Truly,truly.png
12,4,2,92,18,80,No Vitamins,1,7,Aluminum Can,AMC Seltzer,AMC.png
12,4,3,92,18,100,Vitamins,2,4,Aluminum Can,Michelob Ultra,ultra.png
12,5,1,93,19,100,Vitamins,1,7,Glass Bottle,Michelob Ultra,ultra_bottle.png
12,5,2,93,18,80,Vitamins,2,5,Glass Bottle,Truly,truly_bottle.png
12,5,3,93,19,100,No Vitamins,2,7,Glass Bottle,Vizzy,vizzy_bottle.png
12,6,1,94,18,100,Vitamins,2,5,Aluminum Can,Vizzy,vizzy.png
12,6,2,94,18,100,Vitamins,1,4,Aluminum Can,Cacti,cacti.png
12,6,3,94,18.5,80,Vitamins,0,7,Glass Bottle,AMC Seltzer,AMC_bottle.png
12,7,1,95,18,80,No Vitamins,2,5,Aluminum Can,AMC Seltzer,AMC.png
12,7,2,95,18.5,100,No Vitamins,2,7,Glass Bottle,Vizzy,vizzy_bottle.png
12,7,3,95,19,90,Vitamins,1,5,Glass Bottle,AMC Seltzer,AMC_bottle.png
12,8,1,96,19,100,Vitamins,1,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
12,8,2,96,19,80,No Vitamins,1,7,Aluminum Can,Vizzy,vizzy.png
12,8,3,96,18.5,100,Vitamins,0,5,Glass Bottle,Truly,truly_bottle.png
13,1,1,97,18.5,90,Vitamins,2,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
13,1,2,97,18.5,100,Vitamins,0,4,Aluminum Can,Vizzy,vizzy.png
13,1,3,97,19,100,No Vitamins,2,5,Glass Bottle,Cacti,cacti_bottle.png
13,2,1,98,19,100,No Vitamins,1,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
13,2,2,98,18.5,90,Vitamins,0,7,Aluminum Can,Vizzy,vizzy.png
13,2,3,98,18.5,80,Vitamins,0,7,Aluminum Can,Cacti,cacti.png
13,3,1,99,18.5,90,No Vitamins,0,4,Glass Bottle,AMC Seltzer,AMC_bottle.png
13,3,2,99,18.5,90,No Vitamins,1,4,Aluminum Can,Truly,truly.png
13,3,3,99,18.5,100,Vitamins,1,4,Glass Bottle,Michelob Ultra,ultra_bottle.png
13,4,1,100,19,80,No Vitamins,1,5,Glass Bottle,Cacti,cacti_bottle.png
13,4,2,100,18.5,80,Vitamins,0,7,Glass Bottle,Cacti,cacti_bottle.png
13,4,3,100,18,80,Vitamins,2,4,Aluminum Can,AMC Seltzer,AMC.png
13,5,1,101,19,90,Vitamins,1,5,Glass Bottle,Michelob Ultra,ultra_bottle.png
13,5,2,101,19,90,No Vitamins,1,7,Aluminum Can,Michelob Ultra,ultra.png
13,5,3,101,19,100,No Vitamins,1,7,Glass Bottle,Truly,truly_bottle.png
