respID,qID,altID,obsID,price,calories,vitamins,sugar,alcoholContent,material,image
5,6,2,38,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
5,6,3,38,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
5,7,1,39,21,90,No Vitamins,2,7,Aluminum Can,can.png
5,7,2,39,21,80,No Vitamins,0,7,Aluminum Can,can.png
5,7,3,39,15,80,Vitamins,1,4,Glass Bottle,bottle.png
5,8,1,40,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
5,8,2,40,21,80,Vitamins,1,5,Glass Bottle,bottle.png
5,8,3,40,15,100,No Vitamins,2,5,Aluminum Can,can.png
6,1,1,41,21,100,Vitamins,2,7,Glass Bottle,bottle.png
6,1,2,41,18,100,Vitamins,0,7,Aluminum Can,can.png
6,1,3,41,15,100,No Vitamins,2,7,Glass Bottle,bottle.png
6,2,1,42,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
6,2,2,42,18,90,No Vitamins,0,7,Aluminum Can,can.png
6,2,3,42,15,80,Vitamins,1,4,Glass Bottle,bottle.png
6,3,1,43,21,100,No Vitamins,1,4,Aluminum Can,can.png
6,3,2,43,18,100,Vitamins,0,7,Aluminum Can,can.png
6,3,3,43,18,100,Vitamins,1,7,Glass Bottle,bottle.png
6,4,1,44,18,80,Vitamins,1,7,Glass Bottle,bottle.png
6,4,2,44,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
6,4,3,44,18,80,Vitamins,2,5,Aluminum Can,can.png
6,5,1,45,18,80,Vitamins,2,5,Aluminum Can,can.png
6,5,2,45,18,90,No Vitamins,2,5,Aluminum Can,can.png
6,5,3,45,15,100,No Vitamins,2,5,Aluminum Can,can.png
6,6,1,46,21,90,No Vitamins,2,7,Aluminum Can,can.png
6,6,2,46,15,80,Vitamins,2,7,Glass Bottle,bottle.png
6,6,3,46,15,80,Vitamins,0,7,Aluminum Can,can.png
6,7,1,47,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
6,7,2,47,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
6,7,3,47,15,90,Vitamins,0,7,Aluminum Can,can.png
6,8,1,48,15,100,Vitamins,2,7,Glass Bottle,bottle.png
6,8,2,48,18,90,Vitamins,0,5,Glass Bottle,bottle.png
6,8,3,48,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
7,1,1,49,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
7,1,2,49,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
7,1,3,49,18,90,No Vitamins,1,5,Aluminum Can,can.png
7,2,1,50,15,80,No Vitamins,0,4,Aluminum Can,can.png
7,2,2,50,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
7,2,3,50,21,80,No Vitamins,0,4,Aluminum Can,can.png
7,3,1,51,15,100,No Vitamins,2,7,Glass Bottle,bottle.png
7,3,2,51,18,90,Vitamins,1,4,Aluminum Can,can.png
7,3,3,51,15,100,No Vitamins,1,5,Aluminum Can,can.png
7,4,1,52,21,100,Vitamins,2,5,Aluminum Can,can.png
7,4,2,52,15,100,No Vitamins,2,5,Aluminum Can,can.png
7,4,3,52,18,90,No Vitamins,1,5,Aluminum Can,can.png
7,5,1,53,21,100,Vitamins,2,7,Glass Bottle,bottle.png
7,5,2,53,18,80,Vitamins,2,4,Aluminum Can,can.png
7,5,3,53,21,80,Vitamins,1,5,Glass Bottle,bottle.png
7,6,1,54,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
7,6,2,54,15,90,Vitamins,1,4,Glass Bottle,bottle.png
7,6,3,54,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
7,7,1,55,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
7,7,2,55,21,80,No Vitamins,0,7,Aluminum Can,can.png
7,7,3,55,21,100,Vitamins,0,4,Aluminum Can,can.png
7,8,1,56,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
7,8,2,56,21,100,Vitamins,2,5,Aluminum Can,can.png
7,8,3,56,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
8,1,1,57,21,100,Vitamins,2,5,Aluminum Can,can.png
8,1,2,57,18,90,No Vitamins,0,7,Aluminum Can,can.png
8,1,3,57,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
8,2,1,58,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
8,2,2,58,15,100,No Vitamins,1,5,Aluminum Can,can.png
8,2,3,58,21,100,Vitamins,2,5,Aluminum Can,can.png
8,3,1,59,15,80,Vitamins,0,7,Aluminum Can,can.png
8,3,2,59,18,80,Vitamins,1,7,Glass Bottle,bottle.png
8,3,3,59,21,100,Vitamins,2,5,Aluminum Can,can.png
8,4,1,60,21,100,Vitamins,0,5,Glass Bottle,bottle.png
8,4,2,60,18,90,No Vitamins,2,5,Aluminum Can,can.png
8,4,3,60,21,80,No Vitamins,0,4,Aluminum Can,can.png
8,5,1,61,18,80,Vitamins,2,5,Aluminum Can,can.png
8,5,2,61,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
8,5,3,61,15,90,Vitamins,1,5,Aluminum Can,can.png
8,6,1,62,21,100,Vitamins,0,5,Glass Bottle,bottle.png
8,6,2,62,21,100,Vitamins,1,4,Aluminum Can,can.png
8,6,3,62,15,100,Vitamins,0,5,Aluminum Can,can.png
8,7,1,63,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
8,7,2,63,15,90,Vitamins,1,5,Aluminum Can,can.png
8,7,3,63,18,100,No Vitamins,1,4,Glass Bottle,bottle.png
8,8,1,64,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
8,8,2,64,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
8,8,3,64,15,90,Vitamins,1,7,Aluminum Can,can.png
9,1,1,65,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
9,1,2,65,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
9,1,3,65,15,80,No Vitamins,2,4,Aluminum Can,can.png
9,2,1,66,15,100,Vitamins,2,7,Glass Bottle,bottle.png
9,2,2,66,21,100,Vitamins,1,4,Aluminum Can,can.png
9,2,3,66,21,90,No Vitamins,2,7,Aluminum Can,can.png
9,3,1,67,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
9,3,2,67,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
9,3,3,67,21,90,Vitamins,2,4,Aluminum Can,can.png
9,4,1,68,21,80,Vitamins,2,5,Glass Bottle,bottle.png
9,4,2,68,18,100,No Vitamins,1,4,Glass Bottle,bottle.png
9,4,3,68,15,100,No Vitamins,2,7,Glass Bottle,bottle.png
9,5,1,69,15,90,Vitamins,1,4,Glass Bottle,bottle.png
9,5,2,69,21,90,No Vitamins,2,7,Aluminum Can,can.png
9,5,3,69,21,80,Vitamins,1,5,Glass Bottle,bottle.png
9,6,1,70,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
9,6,2,70,18,90,No Vitamins,1,5,Aluminum Can,can.png
9,6,3,70,21,100,Vitamins,2,7,Glass Bottle,bottle.png
9,7,1,71,21,80,No Vitamins,1,7,Aluminum Can,can.png
9,7,2,71,21,90,No Vitamins,2,7,Aluminum Can,can.png
9,7,3,71,18,90,Vitamins,2,4,Glass Bottle,bottle.png
9,8,1,72,15,100,Vitamins,2,7,Glass Bottle,bottle.png
9,8,2,72,18,80,No Vitamins,2,5,Aluminum Can,can.png
9,8,3,72,18,90,Vitamins,0,5,Glass Bottle,bottle.png
10,1,1,73,18,80,Vitamins,1,7,Glass Bottle,bottle.png
10,1,2,73,21,90,No Vitamins,2,7,Aluminum Can,can.png
10,1,3,73,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
10,2,1,74,15,100,No Vitamins,1,5,Aluminum Can,can.png
10,2,2,74,18,80,Vitamins,1,7,Glass Bottle,bottle.png
10,2,3,74,21,80,No Vitamins,1,7,Glass Bottle,bottle.png
10,3,1,75,18,90,No Vitamins,0,7,Aluminum Can,can.png
10,3,2,75,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
10,3,3,75,15,90,Vitamins,1,7,Aluminum Can,can.png
10,4,1,76,21,100,Vitamins,1,4,Aluminum Can,can.png
10,4,2,76,21,90,Vitamins,2,4,Aluminum Can,can.png
10,4,3,76,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
10,5,1,77,18,80,Vitamins,2,4,Aluminum Can,can.png
10,5,2,77,18,100,No Vitamins,1,7,Aluminum Can,can.png
10,5,3,77,18,100,Vitamins,1,7,Glass Bottle,bottle.png
10,6,1,78,18,80,No Vitamins,2,5,Aluminum Can,can.png
10,6,2,78,18,90,Vitamins,2,4,Glass Bottle,bottle.png
10,6,3,78,15,100,No Vitamins,2,5,Aluminum Can,can.png
10,7,1,79,21,90,Vitamins,0,5,Glass Bottle,bottle.png
10,7,2,79,21,80,No Vitamins,0,4,Aluminum Can,can.png
10,7,3,79,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
10,8,1,80,15,100,No Vitamins,1,5,Aluminum Can,can.png
10,8,2,80,18,100,Vitamins,0,7,Aluminum Can,can.png
10,8,3,80,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
11,1,1,81,15,90,Vitamins,1,7,Aluminum Can,can.png
11,1,2,81,18,90,Vitamins,2,4,Glass Bottle,bottle.png
11,1,3,81,21,90,Vitamins,2,4,Aluminum Can,can.png
11,2,1,82,18,90,Vitamins,2,4,Glass Bottle,bottle.png
11,2,2,82,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
11,2,3,82,18,100,Vitamins,0,7,Aluminum Can,can.png
11,3,1,83,21,100,Vitamins,1,4,Aluminum Can,can.png
11,3,2,83,21,80,Vitamins,1,5,Glass Bottle,bottle.png
11,3,3,83,18,90,Vitamins,1,4,Aluminum Can,can.png
11,4,1,84,15,100,No Vitamins,1,5,Aluminum Can,can.png
11,4,2,84,21,100,Vitamins,0,5,Glass Bottle,bottle.png
11,4,3,84,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
11,5,1,85,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
11,5,2,85,21,80,No Vitamins,1,7,Glass Bottle,bottle.png
11,5,3,85,15,100,No Vitamins,2,5,Aluminum Can,can.png
11,6,1,86,18,90,No Vitamins,2,5,Aluminum Can,can.png
11,6,2,86,21,100,Vitamins,2,7,Glass Bottle,bottle.png
11,6,3,86,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
11,7,1,87,15,80,Vitamins,2,7,Glass Bottle,bottle.png
11,7,2,87,21,80,No Vitamins,1,7,Glass Bottle,bottle.png
11,7,3,87,15,100,Vitamins,2,7,Glass Bottle,bottle.png
11,8,1,88,18,90,Vitamins,2,4,Glass Bottle,bottle.png
11,8,2,88,21,90,No Vitamins,2,7,Aluminum Can,can.png
11,8,3,88,21,90,Vitamins,2,4,Aluminum Can,can.png
12,1,1,89,21,100,Vitamins,1,4,Aluminum Can,can.png
12,1,2,89,15,80,Vitamins,0,7,Aluminum Can,can.png
12,1,3,89,18,100,Vitamins,1,7,Glass Bottle,bottle.png
12,2,1,90,21,80,No Vitamins,0,4,Aluminum Can,can.png
12,2,2,90,15,90,Vitamins,1,7,Aluminum Can,can.png
12,2,3,90,15,100,No Vitamins,2,7,Glass Bottle,bottle.png
12,3,1,91,21,80,No Vitamins,1,7,Glass Bottle,bottle.png
12,3,2,91,21,100,Vitamins,2,5,Aluminum Can,can.png
12,3,3,91,15,80,No Vitamins,2,4,Aluminum Can,can.png
12,4,1,92,21,90,No Vitamins,2,7,Aluminum Can,can.png
12,4,2,92,15,100,Vitamins,0,5,Aluminum Can,can.png
12,4,3,92,21,100,No Vitamins,1,4,Aluminum Can,can.png
12,5,1,93,15,100,Vitamins,2,7,Glass Bottle,bottle.png
12,5,2,93,18,90,Vitamins,1,4,Aluminum Can,can.png
12,5,3,93,15,100,Vitamins,0,5,Aluminum Can,can.png
12,6,1,94,18,80,Vitamins,1,7,Glass Bottle,bottle.png
12,6,2,94,15,90,Vitamins,0,7,Aluminum Can,can.png
12,6,3,94,18,80,Vitamins,2,4,Aluminum Can,can.png
12,7,1,95,18,100,Vitamins,1,7,Glass Bottle,bottle.png
12,7,2,95,15,100,No Vitamins,2,7,Glass Bottle,bottle.png
12,7,3,95,21,80,Vitamins,1,5,Glass Bottle,bottle.png
12,8,1,96,15,80,Vitamins,2,7,Glass Bottle,bottle.png
12,8,2,96,15,100,Vitamins,2,7,Glass Bottle,bottle.png
12,8,3,96,21,80,No Vitamins,1,5,Glass Bottle,bottle.png
13,1,1,97,21,100,Vitamins,1,4,Aluminum Can,can.png
13,1,2,97,15,80,No Vitamins,0,4,Aluminum Can,can.png
13,1,3,97,18,90,No Vitamins,2,5,Aluminum Can,can.png
13,2,1,98,21,80,Vitamins,1,5,Glass Bottle,bottle.png
13,2,2,98,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
13,2,3,98,15,90,Vitamins,0,7,Aluminum Can,can.png
13,3,1,99,21,80,No Vitamins,0,4,Aluminum Can,can.png
13,3,2,99,18,100,Vitamins,0,7,Aluminum Can,can.png
13,3,3,99,15,80,No Vitamins,2,4,Aluminum Can,can.png
13,4,1,100,15,90,Vitamins,1,7,Aluminum Can,can.png
13,4,2,100,15,80,Vitamins,2,7,Glass Bottle,bottle.png
13,4,3,100,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
13,5,1,101,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
13,5,2,101,18,80,Vitamins,1,7,Glass Bottle,bottle.png
13,5,3,101,15,80,No Vitamins,0,4,Aluminum Can,can.png
13,6,1,102,15,100,Vitamins,0,5,Aluminum Can,can.png
13,6,2,102,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
13,6,3,102,21,100,Vitamins,0,4,Aluminum Can,can.png
13,7,1,103,21,100,Vitamins,2,7,Glass Bottle,bottle.png
13,7,2,103,21,80,No Vitamins,1,7,Glass Bottle,bottle.png
13,7,3,103,21,100,Vitamins,0,4,Aluminum Can,can.png
13,8,1,104,18,80,Vitamins,2,4,Aluminum Can,can.png
13,8,2,104,18,90,No Vitamins,0,7,Aluminum Can,can.png
13,8,3,104,15,100,No Vitamins,1,5,Aluminum Can,can.png
14,1,1,105,18,80,Vitamins,2,4,Aluminum Can,can.png
14,1,2,105,15,100,Vitamins,0,5,Aluminum Can,can.png
14,1,3,105,15,90,Vitamins,1,5,Aluminum Can,can.png
14,2,1,106,18,90,No Vitamins,2,5,Aluminum Can,can.png
14,2,2,106,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
14,2,3,106,15,90,No Vitamins,0,4,Glass Bottle,bottle.png
14,3,1,107,15,100,No Vitamins,1,5,Aluminum Can,can.png
14,3,2,107,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
14,3,3,107,18,80,Vitamins,1,7,Glass Bottle,bottle.png
14,4,1,108,15,80,No Vitamins,2,4,Aluminum Can,can.png
14,4,2,108,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
14,4,3,108,18,100,No Vitamins,1,4,Glass Bottle,bottle.png
14,5,1,109,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
14,5,2,109,18,100,Vitamins,1,7,Glass Bottle,bottle.png
14,5,3,109,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
14,6,1,110,15,100,Vitamins,2,7,Glass Bottle,bottle.png
14,6,2,110,15,80,Vitamins,1,4,Glass Bottle,bottle.png
14,6,3,110,18,90,No Vitamins,1,5,Aluminum Can,can.png
14,7,1,111,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
14,7,2,111,21,80,No Vitamins,0,7,Aluminum Can,can.png
14,7,3,111,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
14,8,1,112,15,80,Vitamins,0,7,Aluminum Can,can.png
14,8,2,112,15,80,Vitamins,2,7,Glass Bottle,bottle.png
14,8,3,112,21,100,No Vitamins,1,4,Aluminum Can,can.png
15,1,1,113,21,90,Vitamins,2,4,Aluminum Can,can.png
15,1,2,113,18,100,No Vitamins,0,4,Glass Bottle,bottle.png
15,1,3,113,15,80,No Vitamins,0,4,Aluminum Can,can.png
15,2,1,114,18,90,No Vitamins,1,5,Aluminum Can,can.png
15,2,2,114,21,80,No Vitamins,1,7,Aluminum Can,can.png
15,2,3,114,15,80,No Vitamins,2,4,Aluminum Can,can.png
15,3,1,115,18,100,No Vitamins,1,4,Glass Bottle,bottle.png
15,3,2,115,18,90,No Vitamins,0,7,Aluminum Can,can.png
15,3,3,115,21,80,No Vitamins,0,4,Aluminum Can,can.png
15,4,1,116,21,80,No Vitamins,0,7,Aluminum Can,can.png
15,4,2,116,21,80,No Vitamins,0,4,Aluminum Can,can.png
15,4,3,116,15,80,Vitamins,1,4,Glass Bottle,bottle.png
15,5,1,117,21,100,Vitamins,0,5,Glass Bottle,bottle.png
15,5,2,117,21,90,No Vitamins,0,7,Glass Bottle,bottle.png
15,5,3,117,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
15,6,1,118,18,80,Vitamins,2,4,Aluminum Can,can.png
15,6,2,118,18,90,No Vitamins,0,7,Aluminum Can,can.png
15,6,3,118,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
15,7,1,119,21,100,Vitamins,2,5,Aluminum Can,can.png
15,7,2,119,18,100,No Vitamins,0,5,Glass Bottle,bottle.png
15,7,3,119,21,80,No Vitamins,1,7,Aluminum Can,can.png
15,8,1,120,21,80,No Vitamins,0,4,Aluminum Can,can.png
15,8,2,120,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
15,8,3,120,15,80,Vitamins,2,7,Glass Bottle,bottle.png
16,1,1,121,21,100,Vitamins,1,4,Aluminum Can,can.png
16,1,2,121,15,90,No Vitamins,1,5,Glass Bottle,bottle.png
16,1,3,121,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
16,2,1,122,21,80,No Vitamins,1,7,Aluminum Can,can.png
16,2,2,122,21,100,Vitamins,2,7,Glass Bottle,bottle.png
16,2,3,122,21,90,Vitamins,0,5,Glass Bottle,bottle.png
16,3,1,123,15,100,No Vitamins,2,5,Aluminum Can,can.png
16,3,2,123,15,100,Vitamins,0,5,Aluminum Can,can.png
16,3,3,123,21,90,No Vitamins,2,4,Glass Bottle,bottle.png
16,4,1,124,15,80,Vitamins,2,7,Glass Bottle,bottle.png
16,4,2,124,21,90,No Vitamins,2,7,Aluminum Can,can.png
16,4,3,124,18,100,Vitamins,0,7,Aluminum Can,can.png
16,5,1,125,21,80,Vitamins,2,5,Glass Bottle,bottle.png
16,5,2,125,18,90,No Vitamins,2,5,Aluminum Can,can.png
16,5,3,125,15,100,No Vitamins,2,7,Glass Bottle,bottle.png
16,6,1,126,18,100,No Vitamins,1,7,Aluminum Can,can.png
16,6,2,126,18,100,Vitamins,0,7,Aluminum Can,can.png
16,6,3,126,21,80,Vitamins,1,5,Glass Bottle,bottle.png
16,7,1,127,18,80,Vitamins,0,4,Glass Bottle,bottle.png
16,7,2,127,21,100,Vitamins,2,5,Aluminum Can,can.png
16,7,3,127,18,100,No Vitamins,1,7,Aluminum Can,can.png
16,8,1,128,18,90,No Vitamins,1,5,Aluminum Can,can.png
16,8,2,128,15,80,No Vitamins,0,5,Glass Bottle,bottle.png
16,8,3,128,18,100,Vitamins,0,7,Aluminum Can,can.png
17,1,1,129,15,90,Vitamins,1,5,Aluminum Can,can.png
17,1,2,129,15,100,No Vitamins,2,4,Glass Bottle,bottle.png
17,1,3,129,18,80,Vitamins,2,4,Aluminum Can,can.png
17,2,1,130,18,100,Vitamins,0,7,Aluminum Can,can.png
17,2,2,130,21,90,Vitamins,0,5,Glass Bottle,bottle.png
17,2,3,130,18,90,No Vitamins,2,7,Glass Bottle,bottle.png
17,3,1,131,21,100,No Vitamins,1,4,Aluminum Can,can.png
17,3,2,131,21,90,Vitamins,2,4,Aluminum Can,can.png
